,CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn Label,Churn Score,CLTV,Churn Reason,has_internet
1425,1597-FZREH,Shoshone,Female,No,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,Yes,100,3005,Lack of affordable download/upload speed,Yes
1426,7000-WCEVQ,Wrightwood,Female,Yes,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,Yes,85,3866,Long distance charges,Yes
1427,0727-IWKVK,Yermo,Male,No,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,Yes,100,4748,Extra data charges,Yes
1428,5959-BELXA,Yucaipa,Male,Yes,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,Yes,79,2246,Price too high,Yes
1429,3512-IZIKN,San Bernardino,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,Yes,85,5591,Product dissatisfaction,Yes
1430,6141-OOXUQ,San Bernardino,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,Yes,69,5717,Service dissatisfaction,No
1431,7503-ZGUZJ,Riverside,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,Yes,79,4261,Lack of self-service on Website,Yes
1432,2506-TNFCO,Riverside,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,Yes,67,5948,Network reliability,Yes
1433,8718-PTMEZ,Lake Elsinore,Female,No,No,No,13,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,Yes,97,5131,Don't know,Yes
1434,2207-OBZNX,Aguanga,Male,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,Yes,90,3736,Attitude of service provider,Yes
1435,6142-VSJQO,Homeland,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,Yes,90,4599,Attitude of support person,Yes
1436,6437-UKHMV,Moreno Valley,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,Yes,98,3109,Attitude of support person,Yes
1437,1114-CENIM,San Jacinto,Male,No,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,Yes,84,5282,Don't know,Yes
1438,6060-DRTNL,San Jacinto,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,Yes,74,3305,Attitude of service provider,Yes
1439,8473-VUVJN,Temecula,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,Yes,86,5443,Attitude of service provider,Yes
1440,6289-CPNLD,Temecula,Male,No,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,Yes,73,5374,Attitude of service provider,Yes
1441,5536-SLHPM,Temecula,Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,Yes,79,4398,Attitude of support person,Yes
1442,0196-VULGZ,Irvine,Female,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,Yes,77,5721,Deceased,Yes
1443,8837-VVWLQ,Capistrano Beach,Female,No,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.95,Yes,81,4437,Moved,Yes
1444,2696-NARTR,Corona Del Mar,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,Yes,66,3634,Moved,Yes
1445,7614-QVWQL,Costa Mesa,Male,No,Yes,No,49,No,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,Yes,67,5375,Moved,Yes
1446,1976-CFOCS,Dana Point,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,Yes,67,4531,Competitor had better devices,Yes
1447,4631-OACRM,Lake Forest,Male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,Yes,74,3621,Competitor offered higher download speeds,Yes
1448,3755-JBMNH,Huntington Beach,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.8,Yes,86,3327,Competitor offered more data,Yes
1449,6345-ULYRW,Laguna Beach,Male,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,Yes,99,2674,Competitor made better offer,Yes
1450,1809-DMJHQ,Newport Beach,Female,No,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,Yes,85,4846,Competitor had better devices,Yes
1451,6923-EFPNL,Silverado,Male,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,Yes,83,3865,Competitor had better devices,Yes
1452,9574-RKJIF,Trabuco Canyon,Male,No,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,Yes,71,2792,Competitor offered higher download speeds,Yes
1453,2619-WFQWU,Mission Viejo,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,Yes,96,3208,Competitor offered higher download speeds,Yes
1454,0778-NELLA,Anaheim,Male,No,No,No,9,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,Yes,95,5352,Competitor offered higher download speeds,Yes
1455,4614-NUVZD,Anaheim,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.1,Yes,85,2075,Competitor offered more data,Yes
1456,3803-KMQFW,Brea,Female,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.55,Yes,78,3797,Competitor offered more data,No
1457,6804-GDMOI,Brea,Female,No,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,Yes,68,4183,Competitor offered more data,Yes
1458,9572-MTILT,Fullerton,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,Yes,81,4508,Competitor made better offer,Yes
1459,9611-CTWIH,Garden Grove,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,Yes,84,3591,Competitor made better offer,Yes
1460,0329-GTIAJ,Garden Grove,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,Yes,86,4330,Price too high,Yes
1461,6629-CZTTH,Orange,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,Yes,79,4629,Product dissatisfaction,Yes
1462,5364-EVNIB,Orange,Male,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,Yes,75,5067,Service dissatisfaction,Yes
1463,5087-SUURX,Yorba Linda,Female,No,Yes,No,18,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,Yes,66,2601,Lack of self-service on Website,Yes
1464,0013-EXCHZ,Camarillo,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,Yes,68,3464,Network reliability,Yes
1465,5550-VFRLC,Moorpark,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,Yes,68,5056,Limited range of services,Yes
1466,4929-BSTRX,Oxnard,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,Yes,79,2326,Lack of affordable download/upload speed,Yes
1467,2225-ZRGSG,Piru,Female,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,Yes,95,6173,Long distance charges,Yes
1468,5271-YNWVR,Santa Paula,Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,Yes,90,4610,Extra data charges,Yes
1469,2657-ALMWY,Simi Valley,Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,Yes,75,4316,Price too high,Yes
1470,6330-JKLPC,Somis,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,Yes,75,5119,Product dissatisfaction,Yes
1471,4667-OHGKG,Summerland,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.3,Yes,99,4266,Service dissatisfaction,No
1472,1660-HSOOQ,Santa Barbara,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,Yes,97,5338,Lack of self-service on Website,Yes
1473,7253-UVNDW,Santa Barbara,Female,No,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,Yes,83,2793,Network reliability,Yes
1474,7228-OMTPN,Santa Barbara,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,Yes,98,2456,Don't know,Yes
1475,6284-AHOOQ,Avenal,Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,Yes,71,5014,Don't know,Yes
1476,2344-JMOGN,Buttonwillow,Male,No,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,Yes,72,3016,Don't know,Yes
1477,3799-ISUZQ,California Hot Springs,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.95,Yes,90,3296,Poor expertise of online support,Yes
1478,1794-HBQTJ,Corcoran,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,Yes,83,4207,Poor expertise of phone support,Yes
1479,2460-FPSYH,Exeter,Female,Yes,No,No,40,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.8,Yes,90,4272,Attitude of support person,Yes
1480,4818-DRBQT,Farmersville,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.15,Yes,83,5189,Attitude of support person,Yes
1481,1320-HTRDR,Fellows,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,Yes,79,5948,Attitude of service provider,Yes
1482,1493-AMTIE,Ivanhoe,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.2,Yes,87,5394,Attitude of service provider,No
1483,6424-ELEYH,Lebec,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,Yes,65,3972,Attitude of service provider,Yes
1484,4391-RESHN,Lemon Cove,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,Yes,93,5963,Attitude of support person,Yes
1485,6821-BUXUX,Maricopa,Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,Yes,65,2110,Attitude of support person,Yes
1486,5028-HTLJB,New Cuyama,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,Yes,91,3491,Attitude of support person,No
1487,9801-GDWGV,Onyx,Female,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,Yes,83,4811,Attitude of service provider,Yes
1488,2320-JRSDE,Richgrove,Female,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.9,Yes,73,4633,Attitude of service provider,No
1489,0601-WZHJF,Shafter,Male,No,Yes,No,14,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,Yes,76,5360,Attitude of service provider,Yes
1490,5143-WMWOG,Stratford,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.95,Yes,83,2051,Attitude of support person,No
1491,5393-RXQSZ,Taft,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,Yes,98,2199,Attitude of support person,Yes
1492,0231-LXVAP,Tipton,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,Yes,66,3389,Attitude of support person,Yes
1493,9444-JTXHZ,Tulare,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,Yes,83,5973,Don't know,Yes
1494,5510-BOIUJ,Visalia,Male,No,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.25,Yes,80,5437,Attitude of service provider,No
1495,4471-KXAUH,Woody,Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,Yes,100,2514,Attitude of service provider,Yes
1496,7638-QVMVY,Visalia,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,Yes,92,3735,Attitude of support person,Yes
1497,3244-DCJWY,Bakersfield,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,Yes,89,4133,Attitude of support person,Yes
1498,0875-CABNR,San Luis Obispo,Female,Yes,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,Yes,94,3320,Attitude of support person,Yes
1499,7812-FZHPE,Bradley,Female,No,Yes,Yes,17,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.1,Yes,86,4648,Attitude of service provider,No
1500,4797-AXPXK,Lompoc,Female,No,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.0,Yes,93,4531,Attitude of service provider,Yes
1501,5229-PRWKT,Lompoc,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,Yes,80,4193,Attitude of service provider,Yes
1502,6982-UQZLY,Los Alamos,Female,Yes,Yes,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.85,Yes,97,3817,Attitude of support person,No
1503,5057-LCOUI,Nipomo,Female,No,No,No,39,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,Yes,94,4119,Attitude of support person,Yes
1504,0193-ESZXP,Oceano,Female,Yes,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.5,Yes,100,5067,Attitude of support person,Yes
1505,4369-HTUIF,Pismo Beach,Male,Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.15,Yes,90,5831,Attitude of service provider,Yes
1506,0156-FVPTA,Solvang,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,Yes,87,5102,Attitude of service provider,Yes
1507,1984-FCOWB,Templeton,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,Yes,100,4191,Attitude of service provider,Yes
1508,0654-HMSHN,Mojave,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,Yes,77,3796,Attitude of support person,Yes
1509,5287-QWLKY,Big Pine,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,Yes,66,5725,Attitude of support person,Yes
1510,5196-SGOAK,Caliente,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,Yes,93,4884,Attitude of support person,Yes
1511,1891-UAWWU,Johannesburg,Female,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,Yes,87,2312,Attitude of service provider,Yes
1512,6108-OQZDQ,Keene,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,Yes,72,2570,Attitude of service provider,Yes
1513,0363-QJVFX,Lake Hughes,Male,No,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,Yes,69,2541,Attitude of service provider,Yes
1514,9840-DVNDC,Lancaster,Male,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,Yes,96,2181,Attitude of support person,Yes
1515,3096-JRDSO,Lone Pine,Female,Yes,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,Yes,75,3444,Attitude of support person,Yes
1516,8042-JVNFH,Olancha,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,Yes,92,5730,Attitude of support person,Yes
1517,3374-LXDEV,Pearblossom,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,Yes,75,2226,Attitude of service provider,Yes
1518,5049-GLYVG,Badger,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.6,Yes,90,3618,Attitude of service provider,No
1519,5883-GTGVD,Biola,Male,No,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,Yes,76,3670,Attitude of service provider,Yes
1520,4817-QRJSX,Clovis,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0,Yes,95,2946,Attitude of support person,Yes
1521,2398-YPMUR,Dinuba,Female,Yes,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,Yes,85,5101,Don't know,Yes
1522,9985-MWVIX,Hume,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,Yes,97,5773,Attitude of support person,Yes
1523,1265-XTECC,Madera,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,Yes,86,5957,Attitude of service provider,Yes
1524,2237-ZFSMY,Riverdale,Female,No,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.55,Yes,73,2767,Attitude of service provider,Yes
1525,4871-JTKJF,Selma,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,Yes,82,4741,Attitude of service provider,Yes
1526,1415-YFWLT,Shaver Lake,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3,Yes,85,3067,Attitude of support person,Yes
1527,6711-VTNRE,Tranquillity,Female,No,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,Yes,92,2558,Attitude of support person,Yes
1528,3500-RMZLT,Fresno,Female,Yes,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,Yes,72,2933,Attitude of support person,Yes
1529,4548-SDBKE,Fresno,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,Yes,87,4109,Attitude of service provider,Yes
1530,8066-POXGX,Fresno,Female,No,No,No,13,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,Yes,79,3104,Attitude of service provider,Yes
1531,4143-OOBWZ,Fresno,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,Yes,100,3819,Attitude of service provider,Yes
1532,7854-EKTJL,Salinas,Female,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.6,Yes,66,2843,Attitude of support person,No
1533,9102-IAYHT,Salinas,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,Yes,94,3670,Attitude of support person,Yes
1534,3422-LYEPQ,Carmel By The Sea,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,Yes,89,4207,Attitude of support person,Yes
1535,2642-DTVCO,Chualar,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,Yes,74,5095,Attitude of service provider,Yes
1536,4361-JEIVL,Greenfield,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,Yes,82,4067,Attitude of service provider,Yes
1537,1363-TXLSL,San Lucas,Male,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,Yes,100,4962,Attitude of service provider,Yes
1538,9507-EXLTT,Seaside,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,Yes,77,3492,Attitude of support person,Yes
1539,9846-GKXAS,Burlingame,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,Yes,70,2578,Attitude of support person,Yes
1540,6017-PPLPX,Daly City,Male,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,Yes,87,4773,Attitude of support person,Yes
1541,7136-RVDTZ,Portola Valley,Male,Yes,No,No,70,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,Yes,97,5824,Attitude of service provider,Yes
1542,4581-SSPWD,Mountain View,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,Yes,93,5475,Attitude of service provider,Yes
1543,6927-WTFIV,Redwood City,Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,Yes,98,3684,Attitude of service provider,Yes
1544,3398-ZOUAA,Redwood City,Male,Yes,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,Yes,67,3853,Attitude of support person,Yes
1545,0378-NHQXU,South San Francisco,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,Yes,68,4041,Deceased,Yes
1546,4512-ZUIYL,Sunnyvale,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,Yes,81,2928,Moved,Yes
1547,7969-AULMZ,San Francisco,Female,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,Yes,89,4321,Moved,Yes
1548,0568-ONFPC,San Francisco,Male,No,Yes,Yes,5,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.9,Yes,83,2102,Moved,No
1549,0733-VUNUW,San Francisco,Male,No,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,Yes,97,4126,Competitor had better devices,Yes
1550,4550-EVXNY,San Francisco,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,Yes,77,2418,Competitor offered higher download speeds,Yes
1551,2968-SSGAA,San Francisco,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,Yes,77,4001,Competitor offered more data,Yes
1552,4844-JJWUY,San Francisco,Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,Yes,82,5359,Competitor made better offer,Yes
1553,6777-TGHTM,San Francisco,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,Yes,90,5550,Competitor had better devices,Yes
1554,3538-WZPHD,San Francisco,Male,No,No,No,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,Yes,76,2734,Competitor had better devices,Yes
1555,4785-QRJHC,San Francisco,Male,Yes,Yes,No,46,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,Yes,80,4011,Competitor offered higher download speeds,Yes
1556,8610-WFCJF,Palo Alto,Female,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,Yes,69,5732,Competitor offered higher download speeds,Yes
1557,4905-JEFDW,Palo Alto,Male,No,No,No,11,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,Yes,81,3119,Competitor offered higher download speeds,Yes
1558,7881-INRLC,San Mateo,Male,No,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,Yes,70,4898,Competitor offered more data,Yes
1559,0117-LFRMW,Angwin,Male,No,Yes,Yes,37,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,Yes,80,3627,Competitor offered more data,Yes
1560,6172-FECYY,Antioch,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,Yes,85,4639,Competitor offered more data,Yes
1561,1965-AKTSX,Byron,Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,Yes,88,5203,Competitor made better offer,Yes
